client	date	weekday	paymethod	value	product
68119	06-Dec-97	Saturday	bankcheck	15180	clothes
68156	13-Dec-97	Saturday	bankcheck	18115	charcuterie
68501	29-Dec-97	Monday	bankcheck	15373	fish
69718	18-Dec-97	Thursday	card	43398	spirit drinks
69754	29-Dec-97	Monday	money	44080	spirit drinks
69774	10-Dec-97	Wednesday	money	25448	canned
69884	20-Dec-97	Saturday	money	189	spirit drinks
70428	03-Dec-97	Wednesday	card	23608	beer
70481	14-Dec-97	Sunday	bankcheck	31700	charcuterie
71690	25-Dec-97	Thursday	money	13636	charcuterie
72299	17-Dec-97	Wednesday	bankcheck	24027	charcuterie
72902	10-Dec-97	Wednesday	money	46545	clothes
72979	01-Dec-97	Monday	bankcheck	21361	frozen_meals
73708	23-Dec-97	Tuesday	bankcheck	43307	spirit drinks
74463	23-Dec-97	Tuesday	card	16707	frozen_meals
75274	12-Dec-97	Friday	card	32288	fish
77335	18-Dec-97	Thursday	money	47813	spirit drinks
78428	03-Dec-97	Wednesday	card	12379	spirit drinks
80617	07-Dec-97	Sunday	bankcheck	10201	dairy
81745	12-Dec-97	Friday	card	15958	spirit drinks
81836	18-Dec-97	Thursday	bankcheck	32952	dairy
82558	14-Dec-97	Sunday	card	10107	charcuterie
83003	19-Dec-97	Friday	bankcheck	49250	spirit drinks
83340	20-Dec-97	Saturday	money	27136	charcuterie
83536	29-Dec-97	Monday	money	31937	dairy
84092	11-Dec-97	Thursday	card	34850	clothes
84903	23-Dec-97	Tuesday	card	32805	fruitvegs
85182	19-Dec-97	Friday	card	119	fruitvegs
85585	17-Dec-97	Wednesday	card	3643	clothes
86044	12-Dec-97	Friday	card	30543	wine
86350	26-Dec-97	Friday	card	1218	frozen_meals
88176	15-Dec-97	Monday	card	34537	frozen_meals
88549	20-Dec-97	Saturday	card	37593	frozen_meals
88596	23-Dec-97	Tuesday	money	34108	spirit drinks
90730	17-Dec-97	Wednesday	money	29500	beer
91055	08-Dec-97	Monday	card	24782	spirit drinks
91913	17-Dec-97	Wednesday	money	42893	spirit drinks
91928	11-Dec-97	Thursday	card	12364	fruitvegs
93162	18-Dec-97	Thursday	card	46841	clothes
93469	19-Dec-97	Friday	bankcheck	32766	frozen_meals
93974	24-Dec-97	Wednesday	money	46510	spirit drinks
94105	27-Dec-97	Saturday	card	10372	spirit drinks
94108	28-Dec-97	Sunday	money	21363	spirit drinks
94467	19-Dec-97	Friday	money	18959	charcuterie
94754	04-Dec-97	Thursday	money	45086	dairy
95354	05-Dec-97	Friday	bankcheck	35397	beer
95655	20-Dec-97	Saturday	money	25580	frozen_meals
95887	25-Dec-97	Thursday	money	43196	canned
96173	14-Dec-97	Sunday	card	26348	spirit drinks
96584	03-Dec-97	Wednesday	money	17336	fruitvegs
97148	12-Dec-97	Friday	card	49347	clothes
97512	22-Dec-97	Monday	bankcheck	17456	spirit drinks
97967	07-Dec-97	Sunday	money	11514	fish
98181	28-Dec-97	Sunday	money	1635	clothes
99046	02-Dec-97	Tuesday	money	23646	beer
99164	01-Dec-97	Monday	money	30696	spirit drinks
99292	08-Dec-97	Monday	card	3990	fruitvegs
99578	03-Dec-97	Wednesday	card	15768	clothes
99624	06-Dec-97	Saturday	bankcheck	20933	spirit drinks
100553	24-Dec-97	Wednesday	card	24146	spirit drinks
102421	28-Dec-97	Sunday	money	19228	dairy
102703	09-Dec-97	Tuesday	card	40043	spirit drinks
103168	21-Dec-97	Sunday	card	12268	canned
103596	17-Dec-97	Wednesday	card	27425	meat
104011	26-Dec-97	Friday	card	19589	spirit drinks
104971	18-Dec-97	Thursday	bankcheck	35750	clothes
105095	23-Dec-97	Tuesday	money	48078	spirit drinks
105188	28-Dec-97	Sunday	money	44362	spirit drinks
106004	26-Dec-97	Friday	money	31913	spirit drinks
106654	02-Dec-97	Tuesday	bankcheck	47956	frozen_meals
107499	19-Dec-97	Friday	money	12396	spirit drinks
107714	08-Dec-97	Monday	card	22197	spirit drinks
108153	18-Dec-97	Thursday	money	20580	clothes
108739	15-Dec-97	Monday	money	10974	fruitvegs
108855	24-Dec-97	Wednesday	card	32842	meat
109000	24-Dec-97	Wednesday	money	14965	meat
109132	01-Dec-97	Monday	money	30288	spirit drinks
109884	23-Dec-97	Tuesday	card	35822	fruitvegs
10360	08-Dec-97	Monday	bankcheck	27401	frozen_meals
10609	13-Dec-97	Saturday	bankcheck	14239	fish
10717	14-Dec-97	Sunday	card	47270	fish
10872	07-Dec-97	Sunday	money	20618	fish
10915	11-Dec-97	Thursday	card	12462	dairy
11119	10-Dec-97	Wednesday	bankcheck	29420	dairy
11230	15-Dec-97	Monday	money	4628	dairy
11241	18-Dec-97	Thursday	bankcheck	33890	canned
11357	09-Dec-97	Tuesday	money	1075	dairy
11565	26-Dec-97	Friday	money	44974	fish
11966	27-Dec-97	Saturday	card	22188	clothes
12582	03-Dec-97	Wednesday	money	25601	dairy
13325	25-Dec-97	Thursday	card	41280	wine
13722	14-Dec-97	Sunday	card	36217	beer
13893	10-Dec-97	Wednesday	card	24804	frozen_meals
23419	13-Dec-97	Saturday	money	15620	canned
24566	11-Dec-97	Thursday	card	39449	meat
25097	01-Dec-97	Monday	money	20010	meat
25405	08-Dec-97	Monday	card	36417	fish
25524	24-Dec-97	Wednesday	card	45949	frozen_meals
25774	23-Dec-97	Tuesday	money	3877	spirit drinks
26061	27-Dec-97	Saturday	money	47054	charcuterie
27664	25-Dec-97	Thursday	money	35636	dairy
27694	12-Dec-97	Friday	card	24895	meat
28081	27-Dec-97	Saturday	card	26112	clothes
28528	09-Dec-97	Tuesday	bankcheck	40711	meat
28597	02-Dec-97	Tuesday	card	19205	charcuterie
28630	11-Dec-97	Thursday	bankcheck	30499	fish
28977	27-Dec-97	Saturday	card	37266	frozen_meals
28994	22-Dec-97	Monday	money	11217	dairy
29107	29-Dec-97	Monday	money	32386	meat
29224	15-Dec-97	Monday	card	40948	meat
29640	24-Dec-97	Wednesday	money	28596	frozen_meals
30243	21-Dec-97	Sunday	money	30392	beer
31046	27-Dec-97	Saturday	money	16585	beer
31828	28-Dec-97	Sunday	card	3043	fish
32083	30-Dec-97	Tuesday	bankcheck	11442	meat
33697	09-Dec-97	Tuesday	money	2198	wine
34529	20-Dec-97	Saturday	card	43195	dairy
34593	12-Dec-97	Friday	card	35823	frozen_meals
34605	12-Dec-97	Friday	card	458	spirit drinks
34750	16-Dec-97	Tuesday	card	21904	meat
34809	18-Dec-97	Thursday	money	32794	meat
36364	01-Dec-97	Monday	card	19726	fish
37366	23-Dec-97	Tuesday	money	43253	fruitvegs
37784	24-Dec-97	Wednesday	card	49063	meat
37939	06-Dec-97	Saturday	card	49732	meat
38014	29-Dec-97	Monday	bankcheck	2333	canned
38097	13-Dec-97	Saturday	money	37138	wine
38645	11-Dec-97	Thursday	money	47210	meat
39042	27-Dec-97	Saturday	money	49832	wine
39077	20-Dec-97	Saturday	card	20575	meat
39081	28-Dec-97	Sunday	bankcheck	47581	canned
39221	26-Dec-97	Friday	card	35310	meat
40208	27-Dec-97	Saturday	money	2317	frozen_meals
40949	30-Dec-97	Tuesday	money	1012	charcuterie
41157	04-Dec-97	Thursday	money	20233	meat
42037	03-Dec-97	Wednesday	money	49761	meat
42381	24-Dec-97	Wednesday	money	46062	wine
42459	04-Dec-97	Thursday	card	32645	frozen_meals
44452	30-Dec-97	Tuesday	card	12610	meat
45375	10-Dec-97	Wednesday	card	39495	meat
46054	09-Dec-97	Tuesday	card	14281	canned
46539	10-Dec-97	Wednesday	bankcheck	38399	fruitvegs
46730	05-Dec-97	Friday	card	41618	fruitvegs
49632	28-Dec-97	Sunday	card	10772	fish
50180	07-Dec-97	Sunday	money	35544	spirit drinks
51916	12-Dec-97	Friday	money	24743	spirit drinks
51979	14-Dec-97	Sunday	card	20528	clothes
52421	20-Dec-97	Saturday	card	31736	charcuterie
53320	06-Dec-97	Saturday	card	463	spirit drinks
54981	29-Dec-97	Monday	money	49220	canned
55091	12-Dec-97	Friday	money	40227	beer
55295	20-Dec-97	Saturday	card	32653	meat
55625	01-Dec-97	Monday	card	44863	wine
55992	26-Dec-97	Friday	money	17286	dairy
56220	30-Dec-97	Tuesday	card	12616	meat
56452	28-Dec-97	Sunday	bankcheck	20823	clothes
56885	14-Dec-97	Sunday	bankcheck	33569	frozen_meals
57582	13-Dec-97	Saturday	money	24669	meat
57615	20-Dec-97	Saturday	card	46792	fruitvegs
57762	22-Dec-97	Monday	money	26797	fruitvegs
57851	23-Dec-97	Tuesday	money	2956	clothes
58144	21-Dec-97	Sunday	card	28831	meat
58154	22-Dec-97	Monday	bankcheck	49137	meat
58188	18-Dec-97	Thursday	card	36063	dairy
58341	28-Dec-97	Sunday	money	32836	meat
58388	19-Dec-97	Friday	bankcheck	18770	charcuterie
59071	21-Dec-97	Sunday	bankcheck	28077	meat
59297	17-Dec-97	Wednesday	bankcheck	49357	wine
59599	16-Dec-97	Tuesday	money	27488	meat
60153	16-Dec-97	Tuesday	card	4716	meat
61159	18-Dec-97	Thursday	card	47228	meat
61309	25-Dec-97	Thursday	bankcheck	22550	wine
61342	28-Dec-97	Sunday	money	26589	charcuterie
62175	29-Dec-97	Monday	money	17918	frozen_meals
63452	22-Dec-97	Monday	money	17892	frozen_meals
63880	15-Dec-97	Monday	money	16748	meat
63979	18-Dec-97	Thursday	card	39	beer
64215	06-Dec-97	Saturday	money	17099	canned
64561	19-Dec-97	Friday	money	23679	meat
64668	17-Dec-97	Wednesday	money	31201	meat
66117	19-Dec-97	Friday	bankcheck	25494	fish
66618	03-Dec-97	Wednesday	money	3050	canned
66886	04-Dec-97	Thursday	money	10684	meat
68119	06-Dec-97	Saturday	bankcheck	15180	meat
69110	23-Dec-97	Tuesday	money	11849	clothes
69122	11-Dec-97	Thursday	card	32016	meat
69401	16-Dec-97	Tuesday	money	3675	fruitvegs
70998	22-Dec-97	Monday	card	3651	frozen_meals
71600	26-Dec-97	Friday	bankcheck	47323	fruitvegs
71832	27-Dec-97	Saturday	card	35878	dairy
72849	11-Dec-97	Thursday	card	20774	charcuterie
73259	07-Dec-97	Sunday	card	16879	meat
73383	13-Dec-97	Saturday	card	13976	meat
73441	21-Dec-97	Sunday	card	21357	fruitvegs
73630	28-Dec-97	Sunday	card	10451	wine
74314	29-Dec-97	Monday	card	38703	fruitvegs
75118	02-Dec-97	Tuesday	bankcheck	31777	meat
75663	03-Dec-97	Wednesday	card	20837	meat
76145	10-Dec-97	Wednesday	card	27555	meat
78030	19-Dec-97	Friday	card	34647	clothes
78139	23-Dec-97	Tuesday	money	48558	canned
79305	21-Dec-97	Sunday	bankcheck	18638	wine
79535	25-Dec-97	Thursday	card	3705	meat
80306	15-Dec-97	Monday	money	31996	beer
80728	08-Dec-97	Monday	money	21265	frozen_meals
80869	14-Dec-97	Sunday	card	10045	meat
81034	21-Dec-97	Sunday	bankcheck	20951	frozen_meals
81616	18-Dec-97	Thursday	card	43869	clothes
82173	04-Dec-97	Thursday	money	15751	beer
82796	29-Dec-97	Monday	card	18593	meat
83338	01-Dec-97	Monday	money	26206	meat
83439	26-Dec-97	Friday	card	33498	dairy
83500	27-Dec-97	Saturday	card	49250	clothes
84042	19-Dec-97	Friday	money	18185	meat
84497	08-Dec-97	Monday	card	38292	clothes
84799	11-Dec-97	Thursday	card	31319	meat
85348	12-Dec-97	Friday	bankcheck	40268	meat
85771	13-Dec-97	Saturday	card	10046	clothes
85860	19-Dec-97	Friday	money	30412	meat
86983	27-Dec-97	Saturday	card	43345	fish
87101	04-Dec-97	Thursday	bankcheck	23097	dairy
87151	25-Dec-97	Thursday	bankcheck	44118	dairy
87270	28-Dec-97	Sunday	bankcheck	31487	wine
87482	04-Dec-97	Thursday	card	4010	frozen_meals
87703	11-Dec-97	Thursday	money	27709	fish
87953	12-Dec-97	Friday	card	16210	fish
89106	13-Dec-97	Saturday	bankcheck	4666	meat
89250	17-Dec-97	Wednesday	money	43604	meat
89485	20-Dec-97	Saturday	money	18322	frozen_meals
89559	12-Dec-97	Friday	bankcheck	24381	fish
89958	29-Dec-97	Monday	money	34424	dairy
90360	10-Dec-97	Wednesday	money	15137	beer
90562	02-Dec-97	Tuesday	money	29009	meat
91928	11-Dec-97	Thursday	card	12364	clothes
92209	06-Dec-97	Saturday	bankcheck	3090	meat
93353	20-Dec-97	Saturday	card	36804	meat
93469	19-Dec-97	Friday	bankcheck	32766	canned
94004	04-Dec-97	Thursday	card	43868	beer
94231	26-Dec-97	Friday	money	27261	clothes
94531	21-Dec-97	Sunday	money	32765	frozen_meals
94754	04-Dec-97	Thursday	money	45086	spirit drinks
94790	05-Dec-97	Friday	card	39701	fish
95354	05-Dec-97	Friday	bankcheck	35397	dairy
95479	18-Dec-97	Thursday	bankcheck	45742	canned
95604	06-Dec-97	Saturday	bankcheck	23506	wine
95887	25-Dec-97	Thursday	money	43196	spirit drinks
95915	20-Dec-97	Saturday	money	17313	meat
96694	18-Dec-97	Thursday	card	28276	frozen_meals
96881	29-Dec-97	Monday	card	14611	wine
98352	14-Dec-97	Sunday	card	46063	frozen_meals
98383	28-Dec-97	Sunday	money	33864	clothes
99387	07-Dec-97	Sunday	money	10618	meat
99578	03-Dec-97	Wednesday	card	15768	spirit drinks
100918	27-Dec-97	Saturday	money	185	frozen_meals
101544	12-Dec-97	Friday	card	38566	frozen_meals
101699	13-Dec-97	Saturday	card	15119	frozen_meals
101784	02-Dec-97	Tuesday	money	33038	canned
102421	28-Dec-97	Sunday	money	19228	spirit drinks
102467	11-Dec-97	Thursday	card	13762	beer
102645	08-Dec-97	Monday	card	13422	canned
102703	09-Dec-97	Tuesday	card	40043	fruitvegs
103446	11-Dec-97	Thursday	card	25357	meat
103473	14-Dec-97	Sunday	bankcheck	25034	meat
103596	17-Dec-97	Wednesday	card	27425	spirit drinks
104988	18-Dec-97	Thursday	money	24326	meat
105601	21-Dec-97	Sunday	card	40765	meat
106314	23-Dec-97	Tuesday	money	24104	canned
106585	28-Dec-97	Sunday	money	23647	canned
107714	08-Dec-97	Monday	card	22197	meat
108596	19-Dec-97	Friday	card	393	meat
108855	24-Dec-97	Wednesday	card	32842	spirit drinks
109000	24-Dec-97	Wednesday	money	14965	canned
109425	09-Dec-97	Tuesday	card	23235	meat
109884	23-Dec-97	Tuesday	card	35822	fish
10236	07-Dec-97	Sunday	money	42057	frozen_meals
10360	08-Dec-97	Monday	bankcheck	27401	canned
10451	05-Dec-97	Friday	bankcheck	15017	frozen_meals
14107	11-Dec-97	Thursday	card	12951	fish
14301	15-Dec-97	Monday	money	39917	frozen_meals
14658	22-Dec-97	Monday	card	46805	meat
14996	14-Dec-97	Sunday	money	22259	canned
15099	14-Dec-97	Sunday	card	11273	charcuterie
15590	02-Dec-97	Tuesday	money	44070	canned
15629	08-Dec-97	Monday	money	1700	dairy
15650	13-Dec-97	Saturday	card	48756	dairy
15835	29-Dec-97	Monday	money	24364	fish
16055	01-Dec-97	Monday	money	40542	fish
16316	05-Dec-97	Friday	bankcheck	39170	fruitvegs
17201	25-Dec-97	Thursday	card	37775	wine
17470	30-Dec-97	Tuesday	money	19076	frozen_meals
17747	07-Dec-97	Sunday	card	33860	dairy
17830	25-Dec-97	Thursday	card	28020	fruitvegs
17864	10-Dec-97	Wednesday	bankcheck	35656	wine
18126	24-Dec-97	Wednesday	card	34713	spirit drinks
18708	10-Dec-97	Wednesday	money	30787	canned
18953	11-Dec-97	Thursday	card	24257	dairy
19041	12-Dec-97	Friday	card	14682	dairy
19915	18-Dec-97	Thursday	money	40087	meat
19999	05-Dec-97	Friday	card	17161	fruitvegs
20158	20-Dec-97	Saturday	bankcheck	23744	meat
20362	08-Dec-97	Monday	money	317	frozen_meals
20556	26-Dec-97	Friday	card	20410	charcuterie
20849	11-Dec-97	Thursday	money	44982	fish
21787	24-Dec-97	Wednesday	money	19537	dairy
21875	02-Dec-97	Tuesday	money	10727	fish
23380	23-Dec-97	Tuesday	bankcheck	36490	dairy
23501	15-Dec-97	Monday	money	1022	spirit drinks
23718	16-Dec-97	Tuesday	bankcheck	37861	frozen_meals
24493	01-Dec-97	Monday	card	20868	fruitvegs
24566	11-Dec-97	Thursday	card	39449	dairy
24686	07-Dec-97	Sunday	card	38278	beer
25405	08-Dec-97	Monday	card	36417	dairy
25774	23-Dec-97	Tuesday	money	3877	dairy
26061	27-Dec-97	Saturday	money	47054	meat
26630	22-Dec-97	Monday	card	46487	wine
27371	17-Dec-97	Wednesday	bankcheck	38743	dairy
27664	25-Dec-97	Thursday	money	35636	fish
27682	01-Dec-97	Monday	bankcheck	18296	charcuterie
27720	16-Dec-97	Tuesday	card	37458	frozen_meals
28081	27-Dec-97	Saturday	card	26112	beer
28138	24-Dec-97	Wednesday	money	40946	fish
28233	29-Dec-97	Monday	money	40811	wine
28268	12-Dec-97	Friday	money	10879	fish
28630	11-Dec-97	Thursday	bankcheck	30499	dairy
28755	14-Dec-97	Sunday	bankcheck	43995	dairy
28803	26-Dec-97	Friday	bankcheck	41900	charcuterie
28994	22-Dec-97	Monday	money	11217	fish
29224	15-Dec-97	Monday	card	40948	fruitvegs
29944	04-Dec-97	Thursday	money	42898	frozen_meals
30132	29-Dec-97	Monday	money	23936	canned
30459	30-Dec-97	Tuesday	bankcheck	32676	fish
30504	01-Dec-97	Monday	bankcheck	27503	fish
30558	30-Dec-97	Tuesday	card	16585	fish
30850	08-Dec-97	Monday	money	17182	fruitvegs
31011	14-Dec-97	Sunday	card	39563	charcuterie
31046	27-Dec-97	Saturday	money	16585	charcuterie
31083	22-Dec-97	Monday	money	45615	dairy
31828	28-Dec-97	Sunday	card	3043	meat
32392	17-Dec-97	Wednesday	card	16158	dairy
32444	20-Dec-97	Saturday	money	24258	dairy
32646	30-Dec-97	Tuesday	bankcheck	2653	canned
33622	14-Dec-97	Sunday	money	39238	beer
33891	16-Dec-97	Tuesday	card	12002	fish
34529	20-Dec-97	Saturday	card	43195	clothes
34702	06-Dec-97	Saturday	card	26376	fish
35197	09-Dec-97	Tuesday	money	40340	beer
35707	12-Dec-97	Friday	money	16535	spirit drinks
35904	13-Dec-97	Saturday	bankcheck	38061	fruitvegs
35979	14-Dec-97	Sunday	card	2775	dairy
36191	08-Dec-97	Monday	bankcheck	46428	dairy
36364	01-Dec-97	Monday	card	19726	meat
37114	28-Dec-97	Sunday	money	48040	canned
37166	10-Dec-97	Wednesday	card	16484	charcuterie
37366	23-Dec-97	Tuesday	money	43253	fish
37523	16-Dec-97	Tuesday	card	27671	fruitvegs
38063	16-Dec-97	Tuesday	money	36074	fruitvegs
38097	13-Dec-97	Saturday	money	37138	fish
38645	11-Dec-97	Thursday	money	47210	dairy
38723	26-Dec-97	Friday	bankcheck	1716	dairy
39080	18-Dec-97	Thursday	card	18388	canned
40789	08-Dec-97	Monday	money	1119	dairy
41792	18-Dec-97	Thursday	money	14569	fish
41805	14-Dec-97	Sunday	money	48579	canned
42056	17-Dec-97	Wednesday	card	44852	wine
42381	24-Dec-97	Wednesday	money	46062	dairy
42524	19-Dec-97	Friday	bankcheck	14299	spirit drinks
43401	17-Dec-97	Wednesday	money	29441	fish
43962	20-Dec-97	Saturday	bankcheck	11676	dairy
44775	03-Dec-97	Wednesday	bankcheck	23574	charcuterie
44825	02-Dec-97	Tuesday	card	36945	fish
45102	29-Dec-97	Monday	money	32552	fish
46071	30-Dec-97	Tuesday	money	18121	spirit drinks
46539	10-Dec-97	Wednesday	bankcheck	38399	meat
47136	13-Dec-97	Saturday	money	2203	fish
47251	21-Dec-97	Sunday	card	46406	fish
47341	22-Dec-97	Monday	card	31976	dairy
47914	28-Dec-97	Sunday	money	44591	clothes
48749	21-Dec-97	Sunday	card	1847	dairy
49085	09-Dec-97	Tuesday	card	26194	fish
49632	28-Dec-97	Sunday	card	10772	clothes
50064	30-Dec-97	Tuesday	card	47082	beer
50104	07-Dec-97	Sunday	money	2560	dairy
50150	08-Dec-97	Monday	money	39525	spirit drinks
50324	11-Dec-97	Thursday	money	20100	dairy
51384	11-Dec-97	Thursday	money	14870	fish
51846	15-Dec-97	Monday	card	37075	dairy
52359	27-Dec-97	Saturday	bankcheck	26205	dairy
52421	20-Dec-97	Saturday	card	31736	canned
53320	06-Dec-97	Saturday	card	463	meat
54172	30-Dec-97	Tuesday	bankcheck	10402	beer
54313	05-Dec-97	Friday	money	30654	spirit drinks
55552	27-Dec-97	Saturday	card	41646	fruitvegs
55629	21-Dec-97	Sunday	money	49602	fish
55652	15-Dec-97	Monday	card	41717	beer
55992	26-Dec-97	Friday	money	17286	fish
56034	07-Dec-97	Sunday	money	41271	fruitvegs
57102	20-Dec-97	Saturday	money	19910	frozen_meals
58188	18-Dec-97	Thursday	card	36063	fish
59071	21-Dec-97	Sunday	bankcheck	28077	fish
59352	20-Dec-97	Saturday	money	49421	clothes
59480	21-Dec-97	Sunday	money	10328	fish
60073	23-Dec-97	Tuesday	card	1166	fish
60571	25-Dec-97	Thursday	money	24671	frozen_meals
60755	10-Dec-97	Wednesday	money	13780	fish
60890	25-Dec-97	Thursday	card	44632	beer
61144	24-Dec-97	Wednesday	money	10374	spirit drinks
61159	18-Dec-97	Thursday	card	47228	fish
61789	10-Dec-97	Wednesday	money	14352	beer
62175	29-Dec-97	Monday	money	17918	meat
62455	24-Dec-97	Wednesday	card	35252	fish
63138	05-Dec-97	Friday	bankcheck	16961	dairy
63420	13-Dec-97	Saturday	bankcheck	22759	fruitvegs
63880	15-Dec-97	Monday	money	16748	dairy
63996	08-Dec-97	Monday	bankcheck	13735	dairy
64281	02-Dec-97	Tuesday	card	1772	wine
64596	14-Dec-97	Sunday	money	42134	charcuterie
65006	03-Dec-97	Wednesday	money	1055	dairy
65088	14-Dec-97	Sunday	bankcheck	11941	dairy
66117	19-Dec-97	Friday	bankcheck	25494	meat
66267	19-Dec-97	Friday	money	1569	charcuterie
66551	01-Dec-97	Monday	money	43868	dairy
66940	26-Dec-97	Friday	card	43961	clothes
66988	07-Dec-97	Sunday	card	17959	fish
67063	23-Dec-97	Tuesday	card	40015	spirit drinks
67799	24-Dec-97	Wednesday	card	16972	fruitvegs
68058	01-Dec-97	Monday	money	49886	fish
68104	19-Dec-97	Friday	bankcheck	1233	fish
68489	01-Dec-97	Monday	bankcheck	22568	frozen_meals
68501	29-Dec-97	Monday	bankcheck	15373	fruitvegs
69110	23-Dec-97	Tuesday	money	11849	charcuterie
69934	05-Dec-97	Friday	bankcheck	31179	dairy
69965	10-Dec-97	Wednesday	card	38787	beer
70018	23-Dec-97	Tuesday	bankcheck	42800	charcuterie
70359	17-Dec-97	Wednesday	bankcheck	35114	fruitvegs
70481	14-Dec-97	Sunday	bankcheck	31700	beer
70858	24-Dec-97	Wednesday	money	20946	clothes
70998	22-Dec-97	Monday	card	3651	dairy
71600	26-Dec-97	Friday	bankcheck	47323	frozen_meals
71604	20-Dec-97	Saturday	card	18172	charcuterie
71607	23-Dec-97	Tuesday	money	23498	fish
71690	25-Dec-97	Thursday	money	13636	fish
71832	27-Dec-97	Saturday	card	35878	meat
71887	11-Dec-97	Thursday	money	3007	charcuterie
72200	28-Dec-97	Sunday	money	12453	fish
72299	17-Dec-97	Wednesday	bankcheck	24027	fruitvegs
72900	15-Dec-97	Monday	card	14464	fish
73441	21-Dec-97	Sunday	card	21357	meat
73708	23-Dec-97	Tuesday	bankcheck	43307	clothes
75274	12-Dec-97	Friday	card	32288	spirit drinks
76264	13-Dec-97	Saturday	bankcheck	160	fruitvegs
76567	15-Dec-97	Monday	card	4225	fruitvegs
77218	09-Dec-97	Tuesday	card	38272	fish
77232	28-Dec-97	Sunday	bankcheck	28794	fruitvegs
78639	07-Dec-97	Sunday	money	32069	dairy
79001	16-Dec-97	Tuesday	card	38552	wine
79303	01-Dec-97	Monday	money	39650	dairy
79384	12-Dec-97	Friday	card	22456	dairy
79890	15-Dec-97	Monday	bankcheck	37434	fish
80297	21-Dec-97	Sunday	bankcheck	37275	dairy
80617	07-Dec-97	Sunday	bankcheck	10201	spirit drinks
81825	28-Dec-97	Sunday	card	25071	fish
81836	18-Dec-97	Thursday	bankcheck	32952	fish
81851	03-Dec-97	Wednesday	card	13984	dairy
81971	24-Dec-97	Wednesday	money	19367	fish
82096	29-Dec-97	Monday	money	44539	fish
82173	04-Dec-97	Thursday	money	15751	meat
83102	19-Dec-97	Friday	money	48008	dairy
83127	21-Dec-97	Sunday	bankcheck	41290	fish
83439	26-Dec-97	Friday	card	33498	clothes
83500	27-Dec-97	Saturday	card	49250	fish
83536	29-Dec-97	Monday	money	31937	spirit drinks
83650	02-Dec-97	Tuesday	money	33558	fish
84092	11-Dec-97	Thursday	card	34850	frozen_meals
84148	04-Dec-97	Thursday	bankcheck	49179	dairy
84756	10-Dec-97	Wednesday	card	29198	clothes
84903	23-Dec-97	Tuesday	card	32805	fish
85182	19-Dec-97	Friday	card	119	dairy
85472	22-Dec-97	Monday	card	14503	dairy
85699	29-Dec-97	Monday	money	18169	dairy
86331	09-Dec-97	Tuesday	card	45452	canned
86983	27-Dec-97	Saturday	card	43345	fruitvegs
87066	30-Dec-97	Tuesday	card	10864	fish
87101	04-Dec-97	Thursday	bankcheck	23097	frozen_meals
87151	25-Dec-97	Thursday	bankcheck	44118	wine
87450	09-Dec-97	Tuesday	card	48205	dairy
87703	11-Dec-97	Thursday	money	27709	clothes
87793	16-Dec-97	Tuesday	money	46884	dairy
87953	12-Dec-97	Friday	card	16210	frozen_meals
87975	21-Dec-97	Sunday	card	278	dairy
88549	20-Dec-97	Saturday	card	37593	dairy
88972	22-Dec-97	Monday	money	31855	fruitvegs
89302	24-Dec-97	Wednesday	card	20489	fish
89425	20-Dec-97	Saturday	bankcheck	28862	fruitvegs
89559	12-Dec-97	Friday	bankcheck	24381	dairy
89649	13-Dec-97	Saturday	bankcheck	26962	dairy
89958	29-Dec-97	Monday	money	34424	fish
90264	13-Dec-97	Saturday	card	10497	dairy
90562	02-Dec-97	Tuesday	money	29009	canned
91117	09-Dec-97	Tuesday	card	33610	fruitvegs
91928	11-Dec-97	Thursday	card	12364	wine
91972	27-Dec-97	Saturday	card	49158	dairy
93037	19-Dec-97	Friday	money	19176	wine
93162	18-Dec-97	Thursday	card	46841	dairy
93401	05-Dec-97	Friday	card	45796	wine
93469	19-Dec-97	Friday	bankcheck	32766	fish
93891	13-Dec-97	Saturday	card	36595	dairy
94015	06-Dec-97	Saturday	bankcheck	48200	fruitvegs
94467	19-Dec-97	Friday	money	18959	beer
94754	04-Dec-97	Thursday	money	45086	clothes
94790	05-Dec-97	Friday	card	39701	meat
95026	06-Dec-97	Saturday	money	13423	fish
95354	05-Dec-97	Friday	bankcheck	35397	spirit drinks
95604	06-Dec-97	Saturday	bankcheck	23506	fish
95655	20-Dec-97	Saturday	money	25580	fish
96076	17-Dec-97	Wednesday	money	24441	dairy
96694	18-Dec-97	Thursday	card	28276	meat
97267	25-Dec-97	Thursday	bankcheck	33062	fish
97287	23-Dec-97	Tuesday	bankcheck	35371	beer
97761	02-Dec-97	Tuesday	card	32318	fruitvegs
97967	07-Dec-97	Sunday	money	11514	spirit drinks
98023	10-Dec-97	Wednesday	card	26365	dairy
98352	14-Dec-97	Sunday	card	46063	dairy
98626	03-Dec-97	Wednesday	bankcheck	2750	clothes
98809	24-Dec-97	Wednesday	card	45590	wine
98836	27-Dec-97	Saturday	money	38603	canned
99292	08-Dec-97	Monday	card	3990	dairy
99457	06-Dec-97	Saturday	card	38201	fish
99575	11-Dec-97	Thursday	card	19213	fish
100047	16-Dec-97	Tuesday	bankcheck	24196	canned
100328	02-Dec-97	Tuesday	bankcheck	30410	dairy
100393	10-Dec-97	Wednesday	money	28775	fruitvegs
100754	01-Dec-97	Monday	bankcheck	11329	canned
